	young	middle	old
YJL092W	6.494	4.455	3.372
YJL093C	4.105	2.927	5.199
YJL094C	10.616	28.844	24.123
YJL095W	7.788	5.624	5.19
YJL096W	54.656	37.632	27.424
YJL097W	111.37	53.204	56.068
YJL098W	17.108	20.626	17.718
YJL099W	9.387	10.731	12.03
YJL100W	7.191	8.292	12.988
YJL101C	55.059	53.217	56.365
YJL102W	8.432	7.456	8.062
YJL104W	81.83	84.914	76.166
YJL107C	7.467	8.481	16.462
YJL109C	33.72	14.041	13.276
YJL110C	17.555	21.748	24.544
YJL111W	121.576	54.128	58.176
YJL112W	10.937	21.857	21.019
YJL115W	37.693	19.032	17.133
YJL116C	7.11	73.178	133.286
YJL117W	139.989	91.26	64.116
YJL121C	284.897	112.179	115.27
YJL122W	79.63	31.499	41.575
YJL123C	69.799	89.817	78.215
YJL124C	108.594	96.516	65.303
YJL125C	27.61	12.575	13.434
YJL127C	10.204	8.1	6.931
YJL128C	29.034	33.316	35.728
YJL129C	5.393	12.306	10.72
YJL130C	167.508	73.119	75.513
YJL131C	11.96	23.388	19.099
YJL132W	6.016	22.59	21.462
YJL133C-A	264.418	2361.272	1724.639
YJL133W	21.134	8.85	9.096
YJL134W	41.452	21.812	18.618
YJL136C	2520.932	1440.243	2087.905
YJL137C	18.442	27.152	10.957
YJL138C	826.641	518.712	458.07
YJL139C	7.585	7.982	7.259
YJL140W	75.233	47.578	35.834
YJL141C	22.417	65.815	65.816
YJL143W	183.444	158.185	118.764
YJL144W	15.722	326.789	307.164
YJL145W	75.444	48.241	40.624
YJL146W	22.935	28.41	28.819
YJL147C	7.818	12.833	9.184
YJL148W	112.663	29.627	42.468
YJL149W	20.193	74.125	71.61
YJL151C	385.829	678.31	548.487
YJL153C	28.045	260.536	311.761
YJL154C	32.151	28.529	28.662
YJL155C	14.287	50.822	45.782
YJL156C	16.974	25.283	25.528
YJL158C	1140.128	407.275	360.612
YJL159W	1948.951	10375.767	7853.234
YJL161W	6.361	71.875	37.492
YJL162C	7.14	10.312	11.326
YJL163C	11.519	26.112	30.757
YJL164C	39.581	50.884	49.765
YJL165C	19.721	39.661	40.242
YJL166W	329.766	2830.022	2076.585
YJL167W	492.196	211.314	186.354
YJL168C	25.453	7.124	6.27
YJL171C	145.011	257.938	264.791
YJL172W	155.899	157.062	128.539
YJL173C	135.124	76.757	102.669
YJL174W	163.724	168.516	173.408
YJL176C	25.367	21.034	17.609
YJL177W	1163.085	514.71	534.552
YJL178C	78.985	56.751	65.695
YJL179W	101.07	79.118	64.829
YJL180C	21.38	23.385	19.245
YJL181W	7.937	5.895	6.365
YJL183W	66.6	21.452	22.152
YJL184W	63.268	40.564	68.068
YJL185C	6.113	36.332	37.653
YJL186W	72.007	43.79	45.417
YJL187C	8.981	2.7	3.093
YJL189W	4323.623	2352.966	2504.151
YJL190C	4032.127	1147.143	827.151
YJL191W	645.27	357.999	357.403
YJL192C	98.089	49.996	43.036
YJL193W	12.948	5.888	8.194
YJL194W	19.571	7.046	6.837
YJL196C	154.868	71.015	57.09
YJL197W	17.748	7.254	11.383
YJL198W	21.107	10.263	6.899
YJL200C	66.305	34.488	59.677
YJL201W	21.19	10.188	12.704
YJL203W	16.602	13.974	12.094
YJL204C	14.596	11.338	8.534
YJL207C	16.871	9.074	8.176
YJL208C	25.108	21.07	18.926
YJL209W	4.821	4.484	4.597
YJL210W	26.44	9.899	15.855
YJL212C	97.032	14.723	9.115
YJL217W	76.268	84.332	86.324
YJR001W	49.512	23.736	25.21
YJR002W	31.431	23.072	24.045
YJR003C	16.675	19.358	16.496
YJR005W	15.827	25.351	24.684
YJR006W	17.661	15.051	11.94
YJR007W	245.292	145.864	139.876
YJR008W	16.389	190.584	162.154
YJR009C	2640.636	2278.733	2172.945
YJR010C-A	81.417	97.682	99.894
YJR010W	725.694	232.99	163.988
YJR011C	10.241	21.904	15.962
YJR012C	11.472	8.288	10.438
YJR013W	18.905	13.866	10.548
YJR014W	214.76	117.651	106.781
YJR015W	76.982	44.436	42.235
YJR016C	494.081	162.865	401.896
YJR017C	116.143	51.39	87.983
YJR019C	27.221	38.18	48.931
YJR021C	6.395	11.11	9.076
YJR022W	27.956	28.582	10.6
YJR024C	66.198	41.251	45.892
YJR025C	61.689	154.115	223.486
YJR029W	15.223	12.647	26.627
YJR030C	11.913	10.096	8.813
YJR031C	14.35	8.201	6.295
YJR032W	42.541	25.148	20.327
YJR033C	11.148	9.176	11.249
YJR035W	5.556	9.026	7.292
YJR039W	2.481	2.97	2.869
YJR040W	18.299	13.696	11.711
YJR041C	16.634	6.269	7.088
YJR042W	28.398	18.737	24.051
YJR044C	105.493	114.802	128.804
YJR045C	938.257	594.826	621.617
YJR046W	14.776	10.682	12.881
YJR048W	308.846	724.355	378.916
YJR049C	22.512	41.657	40.557
YJR050W	18.251	31.75	23.776
YJR051W	31.795	28.405	31.665
YJR052W	15.293	22.473	32.894
YJR056C	21.024	26.984	29.866
YJR057W	32.085	21.087	20.406
YJR058C	27.002	24.751	31.386
YJR059W	33.48	47.99	48.311
YJR060W	90.099	64.658	62.34
YJR062C	19.042	17.501	17.093
YJR063W	118.8	48.598	46.093
YJR064W	180.29	69.323	70.351
YJR065C	160.916	110.823	127.246
YJR066W	10.668	5.627	6.524
YJR067C	20.86	34.493	43.065
YJR068W	51.82	29.659	14.028
YJR069C	120.924	66.015	40.885
YJR070C	285.009	93.626	92.272
YJR072C	69.305	43.446	38.483
YJR073C	654.501	232.363	247.63
YJR074W	88.528	45.848	48.235
YJR075W	76.291	50.262	50.703
YJR076C	84.164	38.249	24.15
YJR077C	522.063	1161.885	1428.488
YJR078W	6.656	82.974	71.842
YJR080C	39.327	45.829	42.417
YJR082C	21.322	45.391	30.152
YJR083C	17.653	13.66	15.593
YJR084W	10.972	9.837	8.636
YJR085C	205.775	315.532	255.581
YJR086W	9.189	38.623	33.47
YJR088C	97.652	65.873	71.285
YJR089W	5.678	5.967	6.109
YJR090C	11.91	18.019	18.081
YJR091C	23.937	43.145	46.581
YJR092W	29.129	8.286	8.471
YJR093C	30.016	43.928	46.225
YJR094C	9.584	70.196	110.855
YJR094W-A	1651.296	667.049	628.636
YJR095W	16.695	453.42	447.116
YJR096W	38.5	282.756	199.15
YJR098C	5.427	7.891	6.133
YJR099W	40.348	34.375	18.526
YJR100C	13.217	17.935	31.258
YJR101W	51.093	32.042	31.952
YJR102C	13.879	15.624	21.158
YJR103W	54.515	53.208	56.148
YJR104C	2370.297	2903.802	3049.232
YJR105W	825.687	261.206	254.779
YJR106W	7.366	7.134	10.295
YJR109C	71.848	61.064	118.511
YJR110W	6.639	9.63	11.196
YJR111C	16.609	23.826	24.781
YJR113C	48.346	51.483	62.304
YJR116W	14.616	11.955	4.224
YJR117W	105.317	79.05	86.147
YJR118C	93.511	41.969	27.723
YJR119C	5.113	10.959	13.939
YJR121W	663.994	1450.939	1296.36
YJR122W	9.145	3.984	6.189
YJR123W	4316.868	1777.027	1991.19
YJR124C	19.169	5.188	8.873
YJR125C	102.608	85.21	94.804
YJR126C	17.594	18.055	16.956
YJR127C	14.982	8.414	7.723
YJR130C	6.231	21.653	23.505
YJR131W	21.39	20.6	17.415
YJR132W	22.553	18.477	15.249
YJR133W	81.044	50.343	52.795
YJR134C	11.309	18.255	13.266
YJR135C	8.157	7.132	10.08
YJR135W-A	148.859	115.556	139.568
YJR136C	8.673	8.497	15.735
YJR137C	497.208	101.35	95.114
YJR138W	7.196	6.348	8.705
YJR139C	898.874	430.845	434.624
YJR140C	7.429	3.642	5.879
YJR142W	36.83	44.613	45.741
YJR143C	100.056	41.69	37.676
YJR144W	65.422	66.602	65.849
YJR145C	1930.169	723.427	829.062
YJR148W	97.036	77.586	61.577
YJR149W	5.946	26.429	29.638
YJR161C	9.428	27.629	22.388
YKL001C	749.214	247.687	194.944
YKL002W	42.433	66.445	54.221
YKL003C	64.422	59.066	44.057
YKL004W	49.465	32.429	41.03
YKL005C	15.915	35.602	33.6
YKL006C-A	69.579	108.058	106.284
YKL006W	2520.564	1168.554	1458.444
YKL007W	114.018	93.084	123.242
YKL008C	64.678	34.89	39.542
YKL009W	129.401	43.912	58.571
YKL010C	25.102	37.401	42.093
YKL012W	12.882	24.873	18.808
YKL013C	156.036	109.851	142.027
YKL014C	21.718	6.666	5.794
YKL015W	5.889	5.745	5.663
YKL016C	288.368	996.686	934.583
YKL017C	7.081	8.118	7.353
YKL018W	24.816	25.13	12.727
YKL019W	25.714	20.005	14.154
YKL020C	20.214	46.526	40.49
YKL021C	43.67	29.447	24.591
YKL022C	13.595	16.047	23.277
YKL023C-A	40.176	25.571	33.922
YKL023W	18.315	22.403	37.627
YKL024C	129.55	56.465	61.529
YKL025C	31.906	28.765	24.427
YKL027W	32.042	15.666	16.063
YKL028W	24.164	18.431	15.78
YKL029C	91.053	55.057	97.955
YKL032C	59.492	61.134	51.408
YKL033W	6.694	6.125	10.511
YKL033W-A	88.13	42.795	44.868
YKL034W	18.936	15.666	18.937
YKL035W	411.714	183.05	142.046
YKL038W	9.654	11.503	13.895
YKL039W	80.405	106.837	114.917
YKL040C	79.834	67.606	76.399
YKL041W	35.71	55.423	36.456
YKL042W	20.778	16.091	12.676
YKL045W	24.327	14.257	16.322
YKL046C	64.74	80.854	94.325
YKL047W	21.167	17.202	17.001
YKL048C	6.207	5.981	7.357
YKL049C	25.618	43.084	29.299
YKL051W	23.798	33.818	37.867
YKL052C	21.611	21.104	32.121
YKL053C-A	118.746	111.133	120.931
YKL054C	264.393	177.775	153.777
YKL056C	2178.607	1022.871	994.43
YKL057C	26.877	13.252	15.134
YKL058W	85.206	40.569	67.935
YKL059C	19.321	18.377	28.21
YKL060C	10557.623	6540.994	6872.193
YKL061W	24.707	52.848	85.333
YKL062W	46.229	165.547	129.278
YKL063C	69.925	81.405	81.12
YKL064W	18.468	21.907	23.934
YKL065C	104.584	180.647	172.182
YKL067W	295.438	665.243	611.241
YKL068W	28.229	20.412	20.51
YKL068W-A	125.895	1177.186	692.658
YKL069W	65.794	36.801	49.453
YKL072W	6.975	5.742	5.33
YKL073W	41.02	24.519	21.272
YKL074C	15.528	20.498	10.866
YKL075C	16.103	21.865	24.22
YKL077W	99.752	119.353	118.794
YKL079W	15.13	16.099	12.697
YKL080W	268.257	110.348	111.43
YKL081W	1019.688	312.935	227.728
YKL082C	34.107	28.539	23.434
YKL084W	48.249	40.611	38.917
YKL085W	316.898	2949.793	2407.214
YKL086W	23.338	213.324	240.057
YKL087C	49.456	87.824	55.207
YKL088W	26.05	37.037	34.802
YKL089W	12.179	8.094	5.167
YKL090W	6.429	9.334	5.683
YKL091C	34.85	41.666	45.565
YKL092C	11.959	6.484	6.341
YKL093W	5.713	143.375	118.484
YKL094W	70.256	88.16	69.71
YKL095W	13.719	33.696	30.694
YKL096W	700.956	111.436	58.588
YKL096W-A	8613.484	3429.673	2964.634
YKL098W	9.621	8.48	7.151
YKL099C	48.385	24.281	30.454
YKL100C	39.9	51.793	57.181
YKL101W	23.495	5.184	8.898
YKL103C	86.151	130.196	141.772
YKL104C	112.73	116.023	104.067
YKL105C	10.274	12.879	16.548
YKL106W	26.523	15.051	15.23
YKL108W	9.124	13.795	11.827
YKL109W	48.246	651.881	542.759
YKL110C	28.233	15.434	14.18
YKL112W	40.582	46.487	44.891
YKL113C	42.114	18.985	21.852
YKL114C	39.356	21.959	18.471
YKL116C	13.236	13.391	10.277
YKL117W	687.239	465.6	422.724
YKL119C	32.364	11.157	12.922
YKL120W	98.443	95.265	375.167
YKL121W	5.166	7.668	5.798
YKL122C	98.155	72.856	72.971
YKL124W	11.188	39.3	47.356
YKL125W	17.606	44.142	44.784
YKL126W	65.304	53.59	50.047
YKL127W	93.608	22.639	20.133
YKL128C	77.039	24.707	16.064
YKL129C	24.04	29.825	30.319
YKL130C	53.079	28.269	26.793
YKL133C	3.418	14.547	10.287
YKL134C	8.374	10.152	7.912
YKL135C	27.648	32.82	37.639
YKL137W	92.714	52.169	58.516
YKL138C	73.377	63.486	60.293
YKL138C-A	66.869	84.178	105.117
YKL139W	17.782	26.882	38.705
YKL140W	26.86	33.698	25.177
YKL141W	211.375	418.101	427.919
YKL142W	225.201	442.216	482.267
YKL143W	30.708	18.28	17.738
YKL144C	35.662	8.497	13.351
YKL145W	208.183	193.053	182.634
YKL146W	26.511	34.771	31.175
YKL148C	71.261	306.843	239.781
YKL149C	9.682	8.093	5.823
YKL150W	145.295	702.84	833.468
YKL151C	35.619	106.339	94.867
YKL152C	8904.878	5152.548	4663.224
YKL154W	37.964	10.867	23.673
YKL155C	13.398	11.904	10.559
YKL156W	1075.601	658.423	568.152
YKL157W	129.323	94.128	92.97
YKL160W	117.082	77.884	77.644
YKL162C	6.307	16.967	20.867
YKL163W	109.984	7246.098	6861.822
YKL164C	938.994	432.558	608.926
YKL165C	37.161	12.948	9.738
YKL166C	23.672	16.418	21.076
YKL167C	61.792	75.084	86.556
YKL168C	8.905	13.066	14.273
YKL170W	59.238	43.333	59.655
YKL171W	4.928	14.876	16.263
YKL172W	90.371	41.869	45.809
YKL173W	15.663	14.026	13.868
YKL174C	17.958	16.142	21.773
YKL175W	148.345	279.66	207.812
YKL176C	10.688	19.385	13.876
YKL179C	20.73	27.557	28.384
YKL180W	1993.399	768.977	1033.717
YKL181W	136.041	83.69	96.855
YKL182W	650.201	149.484	140.322
YKL183W	22.254	18.683	22.448
YKL184W	75.781	73.167	81.591
YKL185W	52.376	16.877	15.586
YKL186C	69.297	46.211	51.894
YKL189W	14.484	32.819	23.13
YKL190W	107.484	67.067	86.889
YKL191W	31.17	13.013	18.67
YKL192C	586.112	317.662	349.657
YKL193C	52.73	76.464	90.586
YKL194C	15.395	11.32	7.971
YKL195W	80.289	85.724	101.245
YKL196C	171.673	122.423	136.048
YKL197C	10.571	8.804	8.894
YKL198C	10.948	31.236	19.864
YKL201C	22.845	20.656	18.992
YKL203C	8.403	8.802	8.987
YKL204W	59.954	64.749	75.026
YKL205W	24.188	11.658	12.814
YKL206C	40.792	22.284	30.394
YKL207W	100.518	56.215	86.26
YKL208W	11.76	14.951	21.111
YKL210W	355.938	144.444	166.891
YKL211C	85.005	60.451	83.238
YKL212W	156.275	72.493	81.746
YKL213C	39.923	24.219	27.601
YKL214C	61.12	55.039	57.028
YKL215C	25.467	15.556	12.219
YKL216W	1024.149	384.754	414.718
YKL217W	27.778	1044.32	1381.585
YKL218C	11.272	10.813	16.77
YKL219W	17.132	8.046	11.488
YKR001C	180.565	143.423	127.628
YKR002W	30.58	29.252	30.727
YKR003W	34.922	35.382	45.803
YKR006C	54.236	33.44	47.26
YKR007W	31.496	26.134	31.765
YKR008W	40.854	34.185	30.952
YKR010C	11.366	9.34	9.13
YKR011C	58.2	91.943	99.664
YKR013W	163.883	78.821	110.539
YKR014C	82.848	109.996	122.938
YKR016W	31.647	76.49	65.444
YKR017C	6.744	16.435	19.972
YKR018C	67.533	97.897	91.366
YKR020W	32.933	30.657	19.884
YKR021W	7.761	5.99	10.904
YKR022C	9.406	15.26	10.864
YKR023W	12.874	12.903	17.546
YKR024C	17.661	10.259	9.01
YKR025W	42.278	26.93	34.41
YKR026C	55.911	29.975	31.416
YKR027W	9.016	6.481	4.931
YKR028W	24.63	15.355	14.033
YKR029C	17.117	27.283	25.228
YKR030W	31.53	44.53	39.697
YKR031C	8.436	9.094	11.141
YKR035W-A	57.441	115.443	97.809
YKR036C	7.047	6.441	7.138
YKR037C	20.067	22.616	11.45
YKR038C	38.527	19.514	14.788
YKR039W	15.393	80.189	140.444
YKR042W	724.578	223.798	190.091
YKR043C	209.068	86.742	107.937
YKR045C	16.97	22.033	14.239
YKR046C	69.155	1041.548	1241.52
YKR048C	200.552	140.169	146.641
YKR049C	31.071	91.908	118.512
YKR051W	7.264	7.247	6.23
YKR052C	23.931	52.43	60.758
YKR054C	3.896	2.636	2.382
YKR055W	20.166	17.79	28.557
YKR056W	35.125	28.505	32.206
YKR057W	1726.421	720.475	593.638
YKR058W	2.818	17.373	14.426
YKR059W	1008.624	305.596	361.122
YKR060W	24.455	14.387	15.599
YKR062W	54.085	57.017	69.859
YKR063C	9.525	7.509	14.807
YKR064W	6.256	7.252	5.588
YKR065C	133.273	122.032	98.729
YKR066C	139.239	184.33	198.191
YKR067W	35.445	70.069	71.874
YKR068C	65.754	102.193	100.335
YKR069W	40.397	20.82	16.012
YKR070W	53.777	31.562	29.894
YKR071C	83.384	151.891	238.87
YKR072C	30.885	41.034	39.663
YKR074W	105.65	82.011	81.36
YKR075C	13.994	29.081	24.927
YKR076W	11.594	40.542	35.422
YKR077W	36.904	37.447	46.716
YKR078W	6.84	7.247	9.068
YKR079C	12.4	5.32	5.571
YKR080W	93.708	75.967	76.642
YKR081C	84.201	24.136	26.164
YKR082W	32.749	19.77	17.479
YKR083C	28.914	23.666	13.935
YKR084C	50.77	27.612	37.6
YKR085C	53.243	45.446	23.611
YKR086W	7.212	6.908	6.34
YKR087C	20.813	40.975	41.153
YKR088C	40.111	27.898	22.288
YKR089C	16.583	41.625	37.924
YKR090W	24.435	14.787	12.553
YKR091W	11.462	49.52	37.789
YKR092C	198.507	69.697	61.594
YKR093W	89.111	19.084	8.786
YKR094C	1769.918	890.843	889.266
YKR095W	15.939	10.95	9.899
YKR096W	8.191	18.384	18.292
YKR097W	51.564	2020.239	1444.163
YKR099W	9.604	7.456	11.344
YKR100C	22.332	23.608	34.383
YKR101W	5.913	14.533	15.862
YLL001W	50.293	67.526	54.824
YLL004W	13.151	9.998	8.263
YLL006W	17.985	26.204	25.061
YLL007C	7.292	10.422	11.723
YLL008W	50.294	15.075	13.614
YLL009C	154.277	206.963	135.07
YLL010C	25.66	21.115	29.687
YLL011W	35.822	14.247	9.697
YLL012W	6.881	4.894	6.199
YLL013C	46.95	58.359	63.241
YLL014W	114.019	100.461	71.665
YLL015W	12.772	28.82	27.252
YLL018C	487.995	235.822	239.293
YLL018C-A	45.235	59.28	44.288
YLL019C	21.527	184.528	182.714
YLL021W	30.691	13.563	16.209
YLL022C	27.555	10.185	10.901
YLL023C	67.559	143.178	135.246
YLL024C	3090.041	1796.83	2005.983
YLL026W	307.655	2163.268	2257.825
YLL027W	39.574	173.28	225.39
YLL028W	51.336	40.451	41.85
YLL029W	53.473	109.172	111.257
YLL031C	29.966	15.273	12.484
YLL032C	13.911	8.478	10.456
YLL033W	7.311	12.087	12.481
YLL034C	29.004	12.239	9.939
YLL035W	7.356	5.313	4.987
YLL036C	27.515	17.468	15.83
YLL038C	26.257	19.515	16.468
YLL039C	316.796	2494.729	2486.183
YLL040C	26.584	14.793	12.506
YLL041C	101.05	631.659	577.887
YLL043W	31.958	33.529	39.784
YLL045C	2310.404	906.961	990.903
YLL048C	34.83	26.305	27.194
YLL049W	15.214	12.401	16.008
YLL050C	1253.891	1094.771	1010.112
YLL051C	11.254	28.949	30.737
YLL054C	3.582	3.122	2.398
YLL055W	8.847	72.682	55.418
YLL058W	17.026	18.825	25.152
YLL061W	31.212	44.508	28.639
YLL062C	44.697	27.767	22.607
YLR001C	11.088	20.065	27.591
YLR002C	32.938	17.772	14.298
YLR003C	33.98	44.379	26.465
YLR005W	21.607	18.689	20.261
YLR006C	12.133	14.498	12.665
YLR007W	8.684	14.81	9.653
YLR008C	99.963	45.246	45.296
YLR009W	112.13	53.808	72.54
YLR011W	10.298	15.367	10.266
YLR015W	9.503	8.974	9.079
YLR016C	11.577	15.521	14.17
YLR017W	96.747	46.4	46.846
YLR018C	29.547	24.46	22.36
YLR019W	32.781	29.568	30.37
YLR020C	12.898	6.224	9.27
YLR021W	26.521	18.751	25.139
YLR022C	57.971	21.132	19.431
YLR023C	25.775	103.64	116.906
YLR024C	5.669	7.391	8.207
YLR025W	75.426	133.33	148.071
YLR026C	38.671	31.898	38.487
YLR027C	377.492	349.47	395.522
YLR028C	130.904	99.891	84.285
YLR029C	3614.772	1633.264	1699.502
YLR032W	10.966	8.381	11.559
YLR033W	25.571	22.264	25.247
YLR034C	68.674	191.213	208.492
YLR036C	18.798	19.812	23.386
YLR038C	359.173	2226.315	2093.312
YLR039C	11.859	11.496	7.488
YLR040C	5.815	27.518	12.57
YLR043C	882.717	411.531	525.97
YLR044C	13125.8	8892.886	9014.706
YLR045C	21.854	14.613	13.889
YLR047C	6.647	15.516	12.348
YLR048W	1668.362	615.149	630.388
YLR049C	29.804	10.508	17.015
YLR050C	35.761	14.816	13.506
YLR051C	46.856	37.107	33.358
YLR052W	29.869	25.971	33.55
YLR055C	24.246	8.634	13.867
YLR056W	231.525	664.512	576.342
YLR057W	9.285	5.069	5.65
YLR058C	1065.804	578.528	1126.175
YLR059C	32.873	26.102	21.78
YLR060W	294.43	97.973	82.456
YLR061W	4415.379	1365.044	1320.089
YLR063W	15.554	7.068	11.142
YLR064W	54.143	71.184	73.028
YLR065C	58.876	22.24	21.424
YLR066W	77.45	55.18	44.274
YLR067C	3.227	3.625	4.202
YLR068W	28.774	18.111	13.962
YLR069C	37.179	22.159	27.601
YLR071C	21.04	14.619	16.42
YLR072W	14.398	17.77	16.617
YLR073C	23.56	13.453	8.695
YLR074C	74.082	86.42	100.353
YLR075W	5688.056	2785.748	3451.751
YLR077W	18.995	15.991	14.698
YLR078C	42.504	30.632	31.413
YLR079W	48.925	53.485	45.682
YLR080W	6.803	26.012	34.78
YLR082C	11.056	11.465	15.782
YLR083C	82.75	33.377	36.568
YLR084C	13.265	5.545	4.633
YLR085C	16.992	13.632	10.234
YLR086W	12.552	9.561	11.523
YLR087C	2.72	2.831	2.584
YLR088W	29.894	16.406	22.407
YLR089C	65.286	38.433	50.673
YLR090W	22.601	8.321	14.301
YLR092W	109.917	73.871	87.011
YLR093C	68.651	162.898	142.404
YLR094C	27.986	95.518	109.902
YLR095C	20.637	9.542	11.886
YLR096W	15.684	12.649	10.936
YLR097C	9.539	13.096	14.872
YLR098C	7.613	8.785	11.235
YLR099C	11.676	33.01	32.14
YLR100W	82.696	39.336	39.358
YLR102C	19.959	17.541	20.909
YLR104W	63.006	81.829	36.905
YLR105C	7.722	4.85	4.294
YLR106C	18.081	6.883	7.486
YLR107W	13.612	51.07	58.348
YLR108C	10.643	3.323	3.25
YLR109W	7945.791	3258.871	3063.633
YLR110C	17695.138	4519.926	3942.787
YLR113W	78.343	50.402	41.607
YLR114C	20.687	12.536	10.687
YLR115W	12.896	6.067	10.993
YLR116W	21.036	27.169	27.013
YLR117C	11.394	19.919	22.313
YLR118C	57.196	63.163	44.145
YLR120C	46.325	166.16	203.663
YLR121C	9.998	79.889	68.69
YLR126C	18.338	59.514	48.987
YLR127C	4.237	10.037	9.585
YLR128W	11.363	15.182	15.697
YLR129W	35.156	12.037	10.507
YLR130C	67.379	74.088	54.31
YLR131C	18.402	5.458	9.616
YLR133W	52.277	37.312	29.445
YLR134W	8.787	7.97	14.726
YLR135W	4.394	9.845	8.546
YLR136C	117.012	2089.979	2193.41
YLR137W	9.507	4.462	2.687
YLR138W	14.433	21.586	15.687
YLR139C	15.808	6.285	6.185
YLR143W	15.249	10.386	12.948
YLR144C	20.727	15.975	14.085
YLR145W	11.862	20.751	19.725
YLR146C	21.588	11.094	9.577
YLR147C	65.853	50.161	43.651
YLR148W	17.793	15.894	13.949
YLR149C	6.256	59.281	55.896
YLR150W	1664.524	1021.146	991.451
YLR151C	7.582	27.807	24.817
YLR152C	5.617	20.15	16.708
YLR153C	336.627	352.076	326.92
YLR154C-G	32.374	589.487	275.425
YLR154W-C	61.119	1241.377	348.043
YLR157C-A	17.38	11.517	13.619
YLR162W	18.27	269.455	123.87
YLR163C	39.356	37.309	35.058
YLR166C	18.407	13.914	15.693
YLR167W	5666.386	1967.998	2018.695
YLR168C	41.154	396.28	303.28
YLR170C	71.749	93.39	88.999
YLR172C	130.274	61.941	59.264
YLR173W	8.468	24.482	22.37
YLR174W	21.513	614.41	622.52
YLR175W	283.668	67.179	71.652
YLR176C	8.352	17.315	13.876
YLR177W	14.169	41.564	36.897
YLR178C	128.154	433.009	425.147
YLR179C	718.715	272.237	260.357
YLR180W	1368.431	533.03	459.656
YLR181C	28.65	18.619	27.822
YLR182W	23.63	16.477	12.84
YLR183C	32.827	8.956	11.52
YLR185W	3087.344	1895.843	2005.814
YLR186W	93.675	36.24	27.363
YLR187W	22.015	26.344	37.474
YLR188W	15.615	6.373	6.892
YLR189C	8.966	16.9	14.212
YLR190W	41.256	13.346	19.998
YLR191W	21.795	22.568	26.918
YLR192C	319.318	157.242	159.984
YLR193C	49.441	71.208	100.351
YLR194C	74.108	176.093	314.393
YLR195C	63.637	41.625	36.024
YLR196W	67.891	26.051	25.458
YLR197W	352.24	86.446	83.752
YLR199C	52.704	57.448	46.141
YLR200W	90.36	48.784	37.293
YLR201C	55.833	66.992	39.592
YLR203C	64.747	35.166	34.925
YLR204W	84.595	76.08	74.495
YLR205C	14.839	284.177	297.365
YLR206W	49.317	60.121	57.865
YLR207W	18.48	15.213	18.122
YLR208W	245.967	127.219	111.022
YLR209C	50.235	42.73	41.288
YLR210W	10.888	7.099	5.125
YLR212C	22.219	8.118	9.052
YLR214W	17.072	131.736	137.925
YLR215C	16.629	9.047	11.603
YLR216C	415.158	395.46	427.443
YLR218C	23.099	13.8	13.371
YLR219W	24.388	48.267	43.663
YLR220W	59.34	56.2	67.472
YLR221C	57.73	37.953	44.825
YLR222C	36.505	12.695	14.73
YLR223C	13.154	14.33	14.34
YLR225C	35.812	55.172	57.651
YLR226W	20.118	20.058	21.035
YLR228C	7.801	7.67	9.61
YLR229C	178.029	126.054	168.559
YLR231C	64.218	88.409	99.752
YLR234W	4.465	3.531	3.419
YLR237W	15.131	153.219	148.302
YLR238W	7.759	11.783	7.55
YLR239C	15.946	11.501	13.758
YLR240W	9.877	12.488	11.484
YLR241W	21.872	24.509	22.916
YLR243W	32.905	19.184	17.434
YLR244C	312.238	229.004	179.522
YLR245C	33.702	18.129	22.48
YLR246W	3.609	7.799	9.427
YLR247C	8.299	9.025	9.842
YLR248W	61.282	114.852	108.963
YLR249W	2062.069	883.373	730.084
YLR250W	104.923	133.911	128.879
YLR251W	16.824	25.706	17.101
YLR253W	12.615	7.048	6.047
YLR254C	15.737	27.129	12.612
YLR256W	34.632	73.55	66.621
YLR257W	147.666	167.552	201.997
YLR258W	68.653	81.139	71.85
YLR259C	828.143	519.007	685.31
YLR260W	12.547	18.038	26.141
YLR262C	70.87	47.428	48.739
YLR262C-A	888.079	551.661	479.678
YLR264W	1428.618	714.454	776.495
YLR267W	2.603	24.205	23.098
YLR268W	84.738	39.137	50.336
YLR270W	97.96	280.1	261.273
YLR271W	6.993	21.023	16.146
YLR272C	8.225	5.325	4.628
YLR273C	2.425	10.345	8.117
YLR274W	26.717	18.621	16.18
YLR275W	33.37	45.335	58.19
YLR276C	45.101	28.605	26.204
YLR277C	16.073	6.71	7.512
YLR278C	11.913	19.818	18.903
YLR281C	13.818	28.949	36.045
YLR283W	6.025	10.234	16.254
YLR284C	10.198	8.337	7.636
YLR285W	80.223	29.037	23.687
YLR286C	589.351	128.322	101.829
YLR287C	31.466	17.959	19.857
YLR287C-A	2031.901	2005.496	1648.366
YLR288C	4.049	6.653	6.048
YLR289W	5.938	5.622	5.926
YLR290C	23.088	37.59	37.756
YLR291C	59.692	42.467	36.236
YLR292C	70.907	72.518	75.148
YLR293C	1263.033	553.708	472.315
YLR295C	264.319	1055.798	927.183
YLR297W	22.787	300.595	251.398
YLR298C	25.294	29.598	34.255
YLR299W	23.831	42.806	49.671
YLR300W	656.333	488.326	468.029
YLR301W	419.955	148.561	118.839
YLR303W	1445.222	657.016	620.243
YLR304C	374.198	1425.045	1546.672
YLR305C	17.489	6.793	7.875
YLR306W	17.27	17.82	15.36
