Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	EMBL	RefSeq
Q20415	unreviewed	Q20415_CAEEL	Uncharacterized protein	CELE_F44G4.5 F44G4.5	Caenorhabditis elegans	179	BX284602;	NP_495922.1;
Q20416	unreviewed	Q20416_CAEEL	Sarcospan	CELE_F44G4.6 F44G4.6	Caenorhabditis elegans	173	BX284602;	NP_001254191.1;
Q20417	unreviewed	Q20417_CAEEL	Uncharacterized protein	CELE_F44G4.7 F44G4.7	Caenorhabditis elegans	408	BX284602;	NP_495924.2;
Q20420	unreviewed	Q20420_CAEEL	Uncharacterized protein	CELE_F45D3.4 F45D3.4	Caenorhabditis elegans	228	BX284605;	NP_001023930.1;
Q20421	unreviewed	Q20421_CAEEL	Secreted protein	CELE_F45D3.3 F45D3.3	Caenorhabditis elegans	236	BX284605;	NP_506142.1;
Q20422	unreviewed	Q20422_CAEEL	Branchpoint-bridging protein	CELE_F45D3.2 F45D3.2	Caenorhabditis elegans	275	BX284605;	NP_506141.2;
Q20424	unreviewed	Q20424_CAEEL	LisH domain-containing protein	CELE_F45D3.1 F45D3.1	Caenorhabditis elegans	150	BX284605;	NP_506140.2;
Q20425	unreviewed	Q20425_CAEEL	Rhodanese domain-containing protein	CELE_F45E1.5 F45E1.5	Caenorhabditis elegans	540	BX284606;	NP_509343.2;
Q20433	unreviewed	Q20433_CAEEL	Neuropeptide-Like Protein	CELE_F45E12.6 F45E12.6	Caenorhabditis elegans	67	BX284602;	NP_495530.1;
Q20434	unreviewed	Q20434_CAEEL	Serpentine Receptor, class Z	CELE_F45E6.1 F45E6.1	Caenorhabditis elegans	303	BX284606;	NP_510093.2;
Q20436	unreviewed	Q20436_CAEEL	Rab-GAP TBC domain-containing protein	tbc-13 CELE_F45E6.3 F45E6.3	Caenorhabditis elegans	425	BX284606;	NP_510095.2;
Q20437	unreviewed	Q20437_CAEEL	Lipase	lips-1 CELE_F45E6.4 F45E6.4	Caenorhabditis elegans	333	BX284606;	NP_510096.1;
Q20442	unreviewed	Q20442_CAEEL	START domain-containing protein	gei-1 CELE_F45H7.2 F45H7.2	Caenorhabditis elegans	1334	BX284603;	NP_497695.3;
Q20444	unreviewed	Q20444_CAEEL	Uncharacterized protein	CELE_F46B6.2 F46B6.2	Caenorhabditis elegans	342	BX284605;	NP_505520.2;
Q20446	unreviewed	Q20446_CAEEL	Hflx-type G domain-containing protein	CELE_F46B6.4 F46B6.4	Caenorhabditis elegans	468	BX284605;	NP_505523.1;
Q20450	unreviewed	Q20450_CAEEL	Uncharacterized protein	CELE_F46B6.9 F46B6.9	Caenorhabditis elegans	266	BX284605;	NP_505528.1;
Q20451	unreviewed	Q20451_CAEEL	Uncharacterized protein	CELE_F46B6.10 F46B6.10	Caenorhabditis elegans	127	BX284605;	NP_505529.1;
Q20452	unreviewed	Q20452_CAEEL	Serpentine Receptor, class T	sru-39 CELE_F46B6.11 F46B6.11	Caenorhabditis elegans	330	BX284605;	NP_505530.1;
Q20453	unreviewed	Q20453_CAEEL	LisH domain-containing protein	CELE_F46B6.5 F46B6.5	Caenorhabditis elegans	828	BX284605;	NP_505524.2;
Q20457	unreviewed	Q20457_CAEEL	Transmembrane protein	CELE_F46C3.2 F46C3.2	Caenorhabditis elegans	385	BX284606;	NP_509913.2;
Q20468	unreviewed	Q20468_CAEEL	Prion-like-(Q/N-rich)-domain-bearing protein	CELE_F46F2.3 F46F2.3	Caenorhabditis elegans	137	BX284606;	NP_510532.1;
Q20476	unreviewed	Q20476_CAEEL	BTB domain-containing protein	CELE_F46G10.1 F46G10.1	Caenorhabditis elegans	178	BX284606;	NP_001123145.1;
Q20477	unreviewed	Q20477_CAEEL	SEFIR domain-containing protein	CELE_F46G10.2 F46G10.2	Caenorhabditis elegans	607	BX284606;	NP_510218.2;
Q20478	unreviewed	Q20478_CAEEL	Fungal lipase-like domain-containing protein	CELE_F46G10.4 F46G10.4	Caenorhabditis elegans	336	BX284606;	NP_510221.1;
Q20487	unreviewed	Q20487_CAEEL	C2 DOCK-type domain-containing protein	CELE_F46H5.4 F46H5.4	Caenorhabditis elegans	2018	BX284606;	NP_509219.1;
Q20488	unreviewed	Q20488_CAEEL	MATH domain-containing protein	CELE_F46H5.5 F46H5.5	Caenorhabditis elegans	284	BX284606;	NP_509220.1;
Q20489	unreviewed	Q20489_CAEEL	Beta-lactamase-related domain-containing protein	lact-1 CELE_F46H5.8 F46H5.8	Caenorhabditis elegans	393	BX284606;	NP_509221.2;
Q20490	unreviewed	Q20490_CAEEL	Protein kinase domain-containing protein	CELE_F46H5.2 F46H5.2	Caenorhabditis elegans	453	BX284606;	NP_001024674.1;
Q20503	unreviewed	Q20503_CAEEL	Serpentine Receptor, class T	CELE_F47B10.3 F47B10.3	Caenorhabditis elegans	380	BX284606;	NP_509819.2;
Q20504	unreviewed	Q20504_CAEEL	ADH_N domain-containing protein	CELE_F47B10.4 F47B10.4	Caenorhabditis elegans	91	BX284606;	NP_509818.1;
Q20505	unreviewed	Q20505_CAEEL	Uncharacterized protein	CELE_F47B10.5 F47B10.5	Caenorhabditis elegans	120	BX284606;	NP_509817.2;
Q20506	unreviewed	Q20506_CAEEL	Phage protein	CELE_F47B10.6 F47B10.6	Caenorhabditis elegans	119	BX284606;	NP_509816.2;
Q20508	unreviewed	Q20508_CAEEL	MARVEL domain-containing protein	CELE_F47B10.8 F47B10.8	Caenorhabditis elegans	237	BX284606;	NP_001257124.1;
Q20509	unreviewed	Q20509_CAEEL	BTB domain-containing protein	CELE_F47B10.9 F47B10.9	Caenorhabditis elegans	218	BX284606;	NP_509824.1;
Q20510	unreviewed	Q20510_CAEEL	DUF281 domain-containing protein	CELE_F47B7.3 F47B7.3	Caenorhabditis elegans	210	BX284606;	NP_508648.1;
Q20511	unreviewed	Q20511_CAEEL	Secreted protein	CELE_F47B7.4 F47B7.4	Caenorhabditis elegans	223	BX284606;	NP_508649.2;
Q20512	unreviewed	Q20512_CAEEL	DUF281 domain-containing protein	CELE_F47B7.5 F47B7.5	Caenorhabditis elegans	194	BX284606;	NP_508650.1;
Q20516	reviewed	YV31_CAEEL	UPF0057 membrane protein F47B7.1	F47B7.1	Caenorhabditis elegans	59	FO081288;	NP_508656.1;
Q20518	unreviewed	Q20518_CAEEL	Glutaredoxin domain-containing protein	CELE_F47B8.4 F47B8.4	Caenorhabditis elegans	248	BX284605;	NP_001256579.1;
Q20519	unreviewed	Q20519_CAEEL	Glutaredoxin domain-containing protein	CELE_F47B8.3 F47B8.3	Caenorhabditis elegans	284	BX284605;	NP_506549.1;
Q20520	unreviewed	Q20520_CAEEL	Aminopeptidase N-like N-terminal domain-containing protein	pepm-1 CELE_F47B8.6 F47B8.6	Caenorhabditis elegans	210	BX284605;	NP_506552.1;
Q20521	unreviewed	Q20521_CAEEL	Aminopeptidase N-like N-terminal domain-containing protein	CELE_F47B8.8 F47B8.8	Caenorhabditis elegans	206	BX284605;	NP_506553.1;
Q20522	unreviewed	Q20522_CAEEL	Serpentine Receptor, class M	srm-4 CELE_F47B8.7 F47B8.7	Caenorhabditis elegans	349	BX284605;	NP_506554.1;
Q20523	unreviewed	Q20523_CAEEL	Major facilitator superfamily (MFS) profile domain-containing protein	CELE_F47B8.10 F47B8.10	Caenorhabditis elegans	456	BX284605;	NP_506556.1;
Q20525	unreviewed	Q20525_CAEEL	Uncharacterized protein	CELE_F47B8.2 F47B8.2	Caenorhabditis elegans	181	BX284605;	NP_506548.1;
Q20526	unreviewed	Q20526_CAEEL	Transmembrane protein	CELE_F47B8.1 F47B8.1	Caenorhabditis elegans	173	BX284605;	NP_506547.1;
Q20527	unreviewed	Q20527_CAEEL	Serpentine Receptor, class M	srm-6 CELE_F47B8.9 F47B8.9	Caenorhabditis elegans	338	BX284605;	NP_506555.2;
Q20528	unreviewed	Q20528_CAEEL	C-type lectin domain-containing protein	clec-79 CELE_F47C12.4 F47C12.4	Caenorhabditis elegans	575	BX284604;	NP_500450.1;
Q20529	unreviewed	Q20529_CAEEL	Serpentine Receptor, class H	srh-220 CELE_F47C12.5 F47C12.5	Caenorhabditis elegans	341	BX284604;	NP_500451.1;
Q20530	unreviewed	Q20530_CAEEL	Serpentine Receptor, class H	srh-223 CELE_F47C12.3 F47C12.3	Caenorhabditis elegans	337	BX284604;	NP_500453.1;
Q20532	unreviewed	Q20532_CAEEL	Uncharacterized protein	CELE_F47C12.6 F47C12.6	Caenorhabditis elegans	137	BX284604;	NP_500455.1;
Q20533	unreviewed	Q20533_CAEEL	TransThyretin-Related family domain	CELE_F47C12.7 F47C12.7	Caenorhabditis elegans	140	BX284604;	NP_500456.2;
Q20534	unreviewed	Q20534_CAEEL	SET domain-containing protein	CELE_F47C12.8 F47C12.8	Caenorhabditis elegans	110	BX284604;	
Q20537	unreviewed	Q20537_CAEEL	PR/SET domain	prdm-14 CELE_F47E1.3 F47E1.3	Caenorhabditis elegans	203	BX284606;	NP_509530.2;
Q20539	unreviewed	Q20539_CAEEL	Activin_recp domain-containing protein	CELE_F47E1.1 F47E1.1	Caenorhabditis elegans	119	BX284606;	NP_509533.1;
Q20542	unreviewed	Q20542_CAEEL	TIL domain-containing protein	CELE_F47F2.3 F47F2.3	Caenorhabditis elegans	279	BX284606;	NP_508673.2;
Q20547	unreviewed	Q20547_CAEEL	Seven TM Receptor	str-141 CELE_F47G9.2 F47G9.2	Caenorhabditis elegans	334	BX284605;	NP_505878.1;
Q20549	unreviewed	Q20549_CAEEL	DUF1968 domain-containing protein	CELE_F47G9.6 F47G9.6	Caenorhabditis elegans	339	BX284605;	NP_001335507.1;
Q20551	unreviewed	Q20551_CAEEL	Paired domain-containing protein	npax-2 CELE_F48B9.5 F48B9.5	Caenorhabditis elegans	233	BX284606;	NP_508396.3;
Q20553	unreviewed	Q20553_CAEEL	ZP domain-containing protein	CELE_F48B9.3 F48B9.3	Caenorhabditis elegans	466	BX284606;	NP_508398.2;
Q20557	unreviewed	Q20557_CAEEL	RDD domain-containing protein	CELE_F48B9.8 F48B9.8	Caenorhabditis elegans	263	BX284606;	NP_508402.1;
Q20558	unreviewed	Q20558_CAEEL	C2 domain-containing protein	gap-1 CELE_F48B9.1 F48B9.1 T24C12.2	Caenorhabditis elegans	490	BX284606;	NP_508403.2;
Q20559	unreviewed	Q20559_CAEEL	Ig-like domain-containing protein	igeg-2 CELE_F48C5.1 F48C5.1	Caenorhabditis elegans	264	BX284606;	NP_509915.1;
Q20560	unreviewed	Q20560_CAEEL	28S ribosomal protein S36, mitochondrial	CELE_F48D6.4 F48D6.4	Caenorhabditis elegans	98	BX284606;	NP_508722.1;
Q20563	unreviewed	Q20563_CAEEL	TAFII28-like protein domain-containing protein	taf-11.1 CELE_F48D6.1 F48D6.1	Caenorhabditis elegans	345	BX284606;	NP_508727.1;
Q20572	unreviewed	Q20572_CAEEL	C2H2-type domain-containing protein	CELE_F48F7.5 F48F7.5	Caenorhabditis elegans	312	BX284606;	NP_510326.1;
Q20573	unreviewed	Q20573_CAEEL	Zf-C4pol domain-containing protein	CELE_F48F7.6 F48F7.6	Caenorhabditis elegans	238	BX284606;	NP_510327.1;
Q20576	unreviewed	Q20576_CAEEL	PCI domain-containing protein	pqn-39 CELE_F48F7.4 F48F7.4	Caenorhabditis elegans	733	BX284606;	NP_510325.2;
Q20577	unreviewed	Q20577_CAEEL	Arrestin C-terminal-like domain-containing protein	arrd-24 CELE_F48F7.7 F48F7.7	Caenorhabditis elegans	346	BX284606;	NP_510328.2;
Q20579	unreviewed	Q20579_CAEEL	Nucleotide-diphospho-sugar transferase domain-containing protein	CELE_F49C12.1 F49C12.1	Caenorhabditis elegans	378	BX284604;	NP_501623.2;
Q20580	unreviewed	Q20580_CAEEL	Methyltransferase FkbM domain-containing protein	CELE_F49C12.2 F49C12.2	Caenorhabditis elegans	320	BX284604;	NP_501624.1;
Q20581	unreviewed	Q20581_CAEEL	Nucleotide-diphospho-sugar transferase domain-containing protein	CELE_F49C12.3 F49C12.3	Caenorhabditis elegans	379	BX284604;	NP_501625.3;
Q20582	unreviewed	Q20582_CAEEL	Methyltransferase FkbM domain-containing protein	CELE_F49C12.4 F49C12.4	Caenorhabditis elegans	322	BX284604;	NP_501626.1;
Q20583	unreviewed	Q20583_CAEEL	Transmembrane protein 144	CELE_F49C12.6 F49C12.6	Caenorhabditis elegans	330	BX284604;	NP_501629.1;
Q20584	unreviewed	Q20584_CAEEL	CHK kinase-like domain-containing protein	CELE_F49C12.7 F49C12.7	Caenorhabditis elegans	444	BX284604;	NP_001040947.1;
Q20587	unreviewed	Q20587_CAEEL	Methyltransferase type 11 domain-containing protein	nemt-1 CELE_F49C12.10 F49C12.10	Caenorhabditis elegans	275	BX284604;	NP_501633.1;
Q20589	unreviewed	Q20589_CAEEL	Ribonuclease kappa	CELE_F49C12.12 F49C12.12	Caenorhabditis elegans	95	BX284604;	NP_501635.1;
Q20590	unreviewed	Q20590_CAEEL	DUF19 domain-containing protein	nspg-11 CELE_F49C12.14 F49C12.14	Caenorhabditis elegans	225	BX284604;	NP_501637.1;
Q20600	unreviewed	Q20600_CAEEL	Rab-GAP TBC domain-containing protein	tbc-16 CELE_F49E10.1 F49E10.1	Caenorhabditis elegans	725	BX284606;	NP_508988.3;
Q20601	unreviewed	Q20601_CAEEL	G-protein coupled receptors family 1 profile domain-containing protein	CELE_F49E11.2 F49E11.2	Caenorhabditis elegans	378	BX284604;	NP_502495.3;
Q20603	unreviewed	Q20603_CAEEL	SCP domain-containing protein	scl-2 CELE_F49E11.10 F49E11.10	Caenorhabditis elegans	207	BX284604;	NP_502503.1;
Q20609	unreviewed	Q20609_CAEEL	SCP domain-containing protein	scl-10 CELE_F49E11.5 F49E11.5	Caenorhabditis elegans	212	BX284604;	NP_502498.1;
Q20611	unreviewed	Q20611_CAEEL	Fatty acid hydroxylase domain-containing protein	drd-1 CELE_F49E12.9 F49E12.9	Caenorhabditis elegans	269	BX284602;	NP_495763.1;
Q20612	unreviewed	Q20612_CAEEL	Fatty acid hydroxylase domain-containing protein	CELE_F49E12.10 F49E12.10	Caenorhabditis elegans	286	BX284602;	NP_495764.1;
Q20613	unreviewed	Q20613_CAEEL	Protein phosphatase inhibitor 2	CELE_F49E12.8 F49E12.8	Caenorhabditis elegans	286	BX284602;	NP_495765.2;
Q20614	unreviewed	Q20614_CAEEL	EXPERA domain-containing protein	CELE_F49E12.7 F49E12.7	Caenorhabditis elegans	215	BX284602;	NP_495766.1;
Q20615	unreviewed	Q20615_CAEEL	Downstream Of DAF-16 (Regulated by DAF-16)	dod-23 CELE_F49E12.2 F49E12.2	Caenorhabditis elegans	168	BX284602;	NP_495767.1;
Q20617	unreviewed	Q20617_CAEEL	UBC core domain-containing protein	ubc-24 CELE_F49E12.4 F49E12.4	Caenorhabditis elegans	160	BX284602;	NP_495769.2;
Q20621	unreviewed	Q20621_CAEEL	SH3 domain-containing protein	CELE_F49E2.2 F49E2.2	Caenorhabditis elegans	522	BX284606;	NP_741876.1;
Q20623	unreviewed	Q20623_CAEEL	Globin family profile domain-containing protein	glb-17 CELE_F49E2.4 F49E2.4	Caenorhabditis elegans	216	BX284606;	NP_001257078.1;
Q20625	unreviewed	Q20625_CAEEL	Nucleolar protein 16	CELE_F49E2.5 F49E2.5	Caenorhabditis elegans	947	BX284606;	NP_509607.2;
Q20626	unreviewed	Q20626_CAEEL	Nucleolar protein 16	CELE_F49E2.5 F49E2.5	Caenorhabditis elegans	1215	BX284606;	NP_509605.2;
Q20629	unreviewed	Q20629_CAEEL	C2H2-type domain-containing protein	oef-1 CELE_F49E8.2 F49E8.2	Caenorhabditis elegans	372	BX284604;	NP_001255304.2;
Q20631	unreviewed	Q20631_CAEEL	Early nodulin-75-like	CELE_F49E8.6 F49E8.6	Caenorhabditis elegans	166	BX284604;	NP_501224.1;
Q20635	unreviewed	Q20635_CAEEL	Secreted protein	CELE_F52A8.3 F52A8.3	Caenorhabditis elegans	137	BX284601;	NP_001021475.1;
Q20637	unreviewed	Q20637_CAEEL	Uncharacterized protein	CELE_F52A8.1 F52A8.1	Caenorhabditis elegans	110	BX284601;	NP_492071.1;
Q20638	unreviewed	Q20638_CAEEL	Globin family profile domain-containing protein	glb-18 CELE_F52A8.4 F52A8.4	Caenorhabditis elegans	238	BX284601;	NP_492074.1;
Q20643	unreviewed	Q20643_CAEEL	Protein kinase domain-containing protein	CELE_F52B5.2 F52B5.2	Caenorhabditis elegans	301	BX284601;	NP_492259.1;
Q20644	unreviewed	Q20644_CAEEL	RNA helicase	CELE_F52B5.3 F52B5.3	Caenorhabditis elegans	1425	BX284601;	NP_492260.1;
Q20652	unreviewed	Q20652_CAEEL	PID domain-containing protein	CELE_F52D10.2 F52D10.2	Caenorhabditis elegans	329	BX284606;	NP_509937.1;
Q20656	unreviewed	Q20656_CAEEL	G-protein coupled receptors family 1 profile domain-containing protein	CELE_F52D10.4 F52D10.4	Caenorhabditis elegans	400	BX284606;	NP_509940.3;
Q20660	unreviewed	Q20660_CAEEL	SHSP domain-containing protein	hsp-17 CELE_F52E1.7 F52E1.7	Caenorhabditis elegans	149	BX284605;	NP_001023957.1;
Q20662	unreviewed	Q20662_CAEEL	Lysosomal acid phosphatase	pho-6 CELE_F52E1.8 F52E1.8	Caenorhabditis elegans	372	BX284605;	NP_505167.2;
Q20663	unreviewed	Q20663_CAEEL	TPX2 domain-containing protein	CELE_F52E1.3 F52E1.3	Caenorhabditis elegans	232	BX284605;	
Q20665	unreviewed	Q20665_CAEEL	C-type lectin domain-containing protein	CELE_F52E1.2 F52E1.2	Caenorhabditis elegans	204	BX284605;	NP_505170.2;
Q20668	unreviewed	Q20668_CAEEL	ACT domain-containing protein	CELE_F52E10.2 F52E10.2	Caenorhabditis elegans	98	BX284606;	NP_510651.1;
Q20670	unreviewed	Q20670_CAEEL	Protein phosphatase 1 regulatory subunit 1B	CELE_F52E10.4 F52E10.4	Caenorhabditis elegans	66	BX284606;	NP_510653.1;
Q20675	unreviewed	Q20675_CAEEL	Fucose-specific lectin	CELE_F52E4.5 F52E4.5	Caenorhabditis elegans	329	BX284606;	NP_508527.2;
Q20677	unreviewed	Q20677_CAEEL	WaRThog (Hedgehog-like family)	wrt-2 CELE_F52E4.6 F52E4.6	Caenorhabditis elegans	454	BX284606;	NP_508529.1;
Q20681	reviewed	BAT38_CAEEL	BTB and MATH domain-containing protein 38	bath-38 F52H3.3	Caenorhabditis elegans	387	Z66512;	NP_496172.1;
Q20682	unreviewed	Q20682_CAEEL	SPK domain-containing protein	ogr-2 CELE_F52H3.4 F52H3.4	Caenorhabditis elegans	349	BX284602;	NP_496171.2;
Q20683	reviewed	TTC36_CAEEL	Tetratricopeptide repeat protein 36 (TPR repeat protein 36)	ttc-36 F52H3.5	Caenorhabditis elegans	179	Z66512;	NP_496168.1;
Q20686	unreviewed	Q20686_CAEEL	G-protein coupled receptors family 1 profile domain-containing protein	frpr-8 CELE_F53A9.5 F53A9.5	Caenorhabditis elegans	434	BX284606;	NP_509470.3;
Q20688	unreviewed	Q20688_CAEEL	Uncharacterized protein	CELE_F53A9.3 F53A9.3	Caenorhabditis elegans	152	BX284606;	NP_509472.2;
Q20690	unreviewed	Q20690_CAEEL	Spore coat protein	CELE_F53A9.1 F53A9.1	Caenorhabditis elegans	77	BX284606;	NP_509474.1;
Q20691	unreviewed	Q20691_CAEEL	Spore coat protein	CELE_F53A9.6 F53A9.6	Caenorhabditis elegans	86	BX284606;	NP_509475.1;
Q20692	unreviewed	Q20692_CAEEL	Threonine dehydratase	CELE_F53A9.7 F53A9.7	Caenorhabditis elegans	85	BX284606;	NP_509476.2;
Q20693	unreviewed	Q20693_CAEEL	Zinc transporter Slc39a7	CELE_F53A9.8 F53A9.8	Caenorhabditis elegans	87	BX284606;	NP_509477.1;
Q20695	unreviewed	Q20695_CAEEL	Conserved plasma membrane protein	CELE_F53B1.3 F53B1.3	Caenorhabditis elegans	120	BX284606;	NP_508388.1;
Q20697	unreviewed	Q20697_CAEEL	NAD(P)-binding domain-containing protein	bus-5 CELE_F53B1.4 F53B1.4	Caenorhabditis elegans	342	BX284606;	NP_508390.1;
Q20703	unreviewed	Q20703_CAEEL	Importin subunit alpha	CELE_F53B2.5 F53B2.5	Caenorhabditis elegans	476	BX284604;	NP_502400.2;
Q20705	unreviewed	Q20705_CAEEL	Serpentine Receptor, class U	sru-13 CELE_F53B2.4 F53B2.4	Caenorhabditis elegans	325	BX284604;	NP_502397.2;
Q20707	unreviewed	Q20707_CAEEL	Tetraspanin	tsp-4 CELE_F53B2.2 F53B2.2	Caenorhabditis elegans	241	BX284604;	NP_502396.2;
Q20710	unreviewed	Q20710_CAEEL	Catechol-O-MethylTransferase family	comt-1 CELE_F53B3.2 F53B3.2	Caenorhabditis elegans	634	BX284606;	NP_508495.2;
Q20711	unreviewed	Q20711_CAEEL	RNA-binding protein 6	CELE_F53B3.6 F53B3.6	Caenorhabditis elegans	321	BX284606;	NP_508496.1;
Q20712	unreviewed	Q20712_CAEEL	CLASP_N domain-containing protein	CELE_F53B3.3 F53B3.3	Caenorhabditis elegans	689	BX284606;	NP_508497.3;
Q20713	unreviewed	Q20713_CAEEL	Conserved plasma membrane protein	CELE_F53B3.5 F53B3.5	Caenorhabditis elegans	296	BX284606;	NP_508499.3;
Q20717	unreviewed	Q20717_CAEEL	Low-density lipoprotein receptor domain class A	CELE_F53B7.4 F53B7.4	Caenorhabditis elegans	366	BX284605;	NP_505804.1;
Q20720	unreviewed	Q20720_CAEEL	Ribosomal L1 domain-containing protein	CELE_F53F4.11 F53F4.11	Caenorhabditis elegans	543	BX284605;	NP_506375.1;
Q20721	unreviewed	Q20721_CAEEL	G-protein coupled receptors family 1 profile domain-containing protein	srd-11 CELE_F53F4.9 F53F4.9	Caenorhabditis elegans	337	BX284605;	NP_506374.1;
Q20723	unreviewed	Q20723_CAEEL	Nucleotide-diphospho-sugar transferase domain-containing protein	CELE_F53F4.7 F53F4.7	Caenorhabditis elegans	360	BX284605;	NP_506372.1;
Q20724	unreviewed	Q20724_CAEEL	Minor capsid protein	spig-9 CELE_F53F4.13 F53F4.13	Caenorhabditis elegans	114	BX284605;	NP_506371.1;
Q20725	unreviewed	Q20725_CAEEL	Uncharacterized protein	CELE_F53F4.2 F53F4.2	Caenorhabditis elegans	130	BX284605;	NP_506366.2;
Q20726	unreviewed	Q20726_CAEEL	FIP (Fungus-Induced Protein) Related	CELE_F53F4.1 F53F4.1	Caenorhabditis elegans	94	BX284605;	NP_506365.1;
Q20727	unreviewed	Q20727_CAEEL	Thioredoxin domain-containing protein	CELE_F53F4.12 F53F4.12	Caenorhabditis elegans	324	BX284605;	NP_506377.2;
Q20731	unreviewed	Q20731_CAEEL	MARVEL domain-containing protein	rdy-2 CELE_F53F4.6 F53F4.6	Caenorhabditis elegans	282	BX284605;	NP_001122950.1;
Q20734	unreviewed	Q20734_CAEEL	Major facilitator superfamily (MFS) profile domain-containing protein	CELE_F53H8.3 F53H8.3	Caenorhabditis elegans	509	BX284606;	NP_508181.1;
Q20737	unreviewed	Q20737_CAEEL	RING-type domain-containing protein	CELE_F54B11.5 F54B11.5	Caenorhabditis elegans	201	BX284606;	NP_510276.1;
Q20738	unreviewed	Q20738_CAEEL	WAP domain-containing protein	CELE_F54B11.10 F54B11.10	Caenorhabditis elegans	99	BX284606;	NP_510271.1;
Q20740	unreviewed	Q20740_CAEEL	DB domain-containing protein	pugs-3 CELE_F54B11.4 F54B11.4	Caenorhabditis elegans	209	BX284606;	NP_510275.2;
Q20742	unreviewed	Q20742_CAEEL	CCHC-type domain-containing protein	CELE_F54B11.7 F54B11.7	Caenorhabditis elegans	287	BX284606;	NP_510278.1;
Q20743	unreviewed	Q20743_CAEEL	CUB domain-containing protein	CELE_F54B11.9 F54B11.9	Caenorhabditis elegans	217	BX284606;	NP_510280.2;
Q20746	unreviewed	Q20746_CAEEL	Yippee domain-containing protein	CELE_F54B11.8 F54B11.8	Caenorhabditis elegans	141	BX284606;	NP_510279.1;
Q20747	unreviewed	Q20747_CAEEL	CUB-like domain-containing protein	CELE_F54B11.11 F54B11.11	Caenorhabditis elegans	588	BX284606;	NP_510270.1;
Q20753	unreviewed	Q20753_CAEEL	Ovule protein	CELE_F54C9.3 F54C9.3	Caenorhabditis elegans	81	BX284602;	NP_495809.1;
Q20763	unreviewed	Q20763_CAEEL	KH domain-containing protein	CELE_F54D1.1 F54D1.1	Caenorhabditis elegans	278	BX284604;	NP_502114.1;
Q20768	unreviewed	Q20768_CAEEL	Decapping nuclease	CELE_F54D5.2 F54D5.2	Caenorhabditis elegans	426	BX284602;	NP_496474.2;
Q20769	unreviewed	Q20769_CAEEL	NIM-2 protein	CELE_F54D5.3 F54D5.3	Caenorhabditis elegans	186	BX284602;	NP_496473.1;
Q20770	unreviewed	Q20770_CAEEL	DUF19 domain-containing protein	CELE_F54D5.4 F54D5.4	Caenorhabditis elegans	186	BX284602;	NP_496472.1;
Q20771	unreviewed	Q20771_CAEEL	Uncharacterized protein	CELE_F54D5.5 F54D5.5	Caenorhabditis elegans	427	BX284602;	NP_001022202.1;
Q20774	unreviewed	Q20774_CAEEL	J domain-containing protein	dnj-13 CELE_F54D5.8 F54D5.8	Caenorhabditis elegans	331	BX284602;	NP_496468.1;
Q20775	unreviewed	Q20775_CAEEL	F-box domain-containing protein	CELE_F54D5.9 F54D5.9	Caenorhabditis elegans	565	BX284602;	NP_496467.1;
Q20780	unreviewed	Q20780_CAEEL	Aldehyde dehydrogenase domain-containing protein	alh-1 CELE_F54D8.3 F54D8.3	Caenorhabditis elegans	510	BX284603;	NP_498081.2;
Q20783	unreviewed	Q20783_CAEEL	SKN-1 Dependent Zygotic transcript	sdz-21 CELE_F54E7.5 F54E7.5	Caenorhabditis elegans	305	BX284603;	NP_498215.1;
Q20784	unreviewed	Q20784_CAEEL	Uncharacterized protein	CELE_F54E7.6 F54E7.6	Caenorhabditis elegans	260	BX284603;	NP_498216.1;
Q20789	unreviewed	Q20789_CAEEL	ZP domain-containing protein	CELE_F54F7.2 F54F7.2	Caenorhabditis elegans	322	BX284606;	NP_509977.2;
Q20790	unreviewed	Q20790_CAEEL	DUF19 domain-containing protein	CELE_F54F7.3 F54F7.3	Caenorhabditis elegans	189	BX284606;	NP_509978.1;
Q20791	unreviewed	Q20791_CAEEL	MX region of TRA-2 Related	xtr-1 CELE_F54F7.4 F54F7.4	Caenorhabditis elegans	196	BX284606;	NP_001309443.1;
Q20793	unreviewed	Q20793_CAEEL	Conserved plasma membrane protein	CELE_F54F7.6 F54F7.6	Caenorhabditis elegans	363	BX284606;	NP_509980.1;
Q20796	unreviewed	Q20796_CAEEL	EF-hand domain-containing protein	CELE_F55A11.1 F55A11.1	Caenorhabditis elegans	186	BX284605;	NP_505967.1;
Q20802	unreviewed	Q20802_CAEEL	RING-CH-type domain-containing protein	CELE_F55A11.7 F55A11.7	Caenorhabditis elegans	395	BX284605;	NP_505973.1;
Q20803	unreviewed	Q20803_CAEEL	Reverse transcriptase domain-containing protein	CELE_F55A11.8 F55A11.8	Caenorhabditis elegans	223	BX284605;	NP_001256369.1;
Q20808	unreviewed	Q20808_CAEEL	Uncharacterized protein	CELE_F55C12.4 F55C12.4	Caenorhabditis elegans	220	BX284602;	NP_495169.1;
Q20811	unreviewed	Q20811_CAEEL	DUF1248 domain-containing protein	CELE_F55C12.6 F55C12.6	Caenorhabditis elegans	340	BX284602;	NP_495173.3;
Q20814	unreviewed	Q20814_CAEEL	Serpentine Receptor, class H	srh-16 CELE_F55C5.9 F55C5.9	Caenorhabditis elegans	333	BX284605;	NP_506084.2;
